"('INITIAL VALUES', 'No. of Blocks Per Day:', 1440, 'User Limit:', 1000000000.0, 'Starting # of users::', 20)"
Day,Yesterday Tx Value,Today Tx Value,deltaT,Supply Current,Supply Cap,Spread,g,r (yearly),r(daily),average reward per block,f_deltaT,rewards given out per day,no. of users,tx fees paid per day,Total Daily Interest Paid Out
88,2899426.170999995,2632169.3500000006,284110.0,22087537.98165758,27083416.84859849,4995878.866940912,-264745.43030870333,0.04150583065594901,0.00011371460453684661,4.1412534374003815,0.012217465851537613,5963.404949856549,193077,211.67999999999702,2505.8830000072285
89,2632169.3500000006,2725273.869000002,1209460.0,22092984.418663993,27170692.16167285,5077707.743008856,92721.7500807736,-0.006323650624870572,-1.7325070205124857e-05,4.039306900555511,0.04782948128081958,5816.601936799936,195244,220.31999999999698,-370.1649999990897
90,2725273.869000002,2817534.0310000014,-2505040.0,22103372.4961374,27257083.69968117,5153711.203543771,96779.6154817259,0.07464641704357976,0.00020451073162624592,4.078414262759765,-0.08097006766845033,5872.916538374061,197467,230.3999999999958,4515.161000009076
91,2817534.0310000014,2827339.165999999,602940.0,22112275.72058407,27260967.207549024,5148691.486964956,12786.732314521912,0.04922286316456403,0.00013485715935496995,4.115916334812519,0.02542355387901573,5926.919522130028,199644,233.28000000000617,2976.3050000085555
92,2827339.165999999,2742989.9300000006,-3153350.0,22126740.07587554,27170686.51386562,5043946.437990081,-75816.33839193312,0.14081191853091468,0.0003857860781668895,4.12123634926721,-0.09158905536635065,5934.580342944783,201776,226.08000000000598,8529.775000011517
93,2742989.9300000006,2429517.849999999,-521250.0,22142506.718945455,26851325.564089656,4708818.845144201,-303594.3067060467,0.16289916372456983,0.0004462990786974516,4.091650082752042,-0.022087245193655142,5891.97611916294,203953,201.59999999999332,9874.667000016168
94,2429517.849999999,2260675.862,1699520.0,22154293.688762438,26676788.782244597,4522495.093482159,-162749.8120280779,0.10039839253200637,0.0002750640891287846,3.9574874150813653,0.06250077119256346,5698.781877717166,206097,190.08000000000442,6088.1880000111105
95,2260675.862,2225865.595999998,1181340.0,22163120.35181922,26636407.73625174,4473287.384432521,-31554.382936071604,0.05362835270904473,0.00014692699372341022,3.872360509699791,0.04677003982296164,5576.199133967699,208219,188.6400000000003,3250.464000008654
96,2225865.595999998,2428611.7460000017,-2908030.0,22177257.41445903,26833606.707126666,4656349.292667635,211336.0335147325,0.14142965538055852,0.00038747850789194114,3.8545338157745124,-0.08780130267151377,5550.528694715298,210379,207.3600000000049,8586.534000012034
97,2428611.7460000017,2544592.32,5233440.0,22184762.872903638,26943887.699091986,4759124.826188348,117786.45040992554,0.02971401272697337,8.140825404650239e-05,3.9632573170815535,0.11171564265358515,5707.090536597437,212531,217.44000000000528,1798.3679999969345
98,2544592.32,2636950.0480000013,-3966480.0,22198511.01126212,27030461.9220701,4831950.910807982,100322.3613365977,0.13100581836441086,0.0003589200503134544,4.01886556712806,-0.10129180563743749,5787.166416664406,214669,226.08000000000598,7960.972000010675
99,2636950.0480000013,2433666.2559999973,527650.0,22210970.04057582,26821333.367026366,4610363.326450545,-196669.52573003247,0.10872671923635975,0.0002978814225653692,4.061625261905177,0.022279099128051108,5848.740377143455,216918,211.67999999999702,6610.289000011189
100,2433666.2559999973,2459034.3430000013,-679700.0,22225029.464485187,26840985.67115504,4615956.206669852,33711.728038040455,0.13707843373819287,0.00037555735270737773,3.9717423381570947,-0.028351714501833117,5719.308966946216,219033,214.56000000000125,8340.115000011454
101,2459034.3430000013,2559883.0719999997,2043000.0,22234790.997364808,26936099.190572858,4701308.19320805,104875.0522974385,0.06610693213661024,0.00018111488256605546,3.986481220936425,0.07097150160158262,5740.532958148452,221173,224.64000000000573,4021.0000000088007
102,2559883.0719999997,2351100.9099999997,-618090.0,22246201.6976978,26721511.704918932,4475310.0072211325,-203176.78532093437,0.09199222990138949,0.00025203350657914927,4.034780835179864,-0.025885297764779238,5810.084402659005,223309,208.8000000000046,5600.616000012558
103,2351100.9099999997,2534406.5289999987,1101600.0,22254796.39922532,26899154.70661597,4644358.307390649,186237.70322455838,0.04809531595925673,0.00013176798892947049,3.9366622330657832,0.043896913942132756,5668.793615614728,225467,224.64000000000573,2925.908000009906
104,2534406.5289999987,2729449.6209999975,-2447500.0,22268374.11433842,27088403.152314093,4820029.037975673,202826.1608112231,0.1276165390357949,0.0003496343535227257,4.026943872387426,-0.07952122307653818,5798.799176237892,227586,246.23999999999688,7778.916000011515
105,2729449.6209999975,2487189.505,1482040.0,22278657.28724588,26840226.415051524,4561569.127805643,-237893.56435510842,0.07155293914935919,0.00019603544972427174,4.11246040724414,0.05606359988643571,5921.942986431562,229733,224.64000000000573,4361.230000010326
